Date,Service Visit,Cinema Name,Address,Contact Details ,Screen No:,Projector Model,Serial No.,Lamp Model & Make,Engineer Visited,Projector Number of hours running:,Lamp Number of hours running:,Reflector,UV filter,Integrator Rod,Cold Mirror,Fold Mirror,Touch Panel,EVB Board,IMCB Board/s,PIB Board,ICP Board,IMB/S Board,Chassis label vs Touch Panel,"LE, LAD and RAD",Level and Color,White,Red,Green,Blue,Black,AC blower and Vane Switch,Extractor Vane Switch,Exhaust CFM,Light Engine 4 fans with LAD fan,Card Cage Top and Bottom fans,Radiator fan and Pump,Connector and hose for the Pump,Security and lamp house lock switch,"Lamp LOC Mechanism X,Y and Z movement",YES1,Yes2,YES3,YES4,YES5,YES6,YES7,YES8,YES9,YES10,YES11,YES12,YES13,YES14,YES15,YES16,YES17,YES18,YES19,YES20,YES21,YES22,YES23,YES24,YES25,YES26,YES27,YES28,LE Status,Current Lamp Hours,AC Status,LE S No, P V N,P V E,N VS E,  fL_B,  fL_A,Content player model,Room,Remark_1,Remark_2,Remark_3,Remark_4,Remark_5,Remark_6,P1,P2,P3,P4,P5,P6,PN1,PN2,PN3,PN4,PN5,PN6,photo,Scope_H,Scope_W,Flat_H,Flat_W,Screen Make,Throw Distance,Gain,x,y,fl,x2,y2,fl2,W2Kx,W4Kx,R2Kx,R4Kx,G2Kx,G4Kx,B2Kx,B4Kx,W2Ky,W4Ky,R2Ky,R4Ky,G2Ky,G4Ky,B2Ky,B4Ky,W2Kfl,W4Kfl,R2Kfl,R4Kfl,G2Kfl,G4Kfl,B2Kfl,B4Kfl,Software Version,Air Pollution Level,HCHO,TVOC,PM 1,PM 2.5,PM 10,Temperature,Humidity,Focus,Intergrator,Any Spot on Screen after PPM,Check Screen cropping - FLAT and SCOPE,Convergence checked,"Channels Checked - Scope, Flat, Alternative",Pixel Defects,Excessive Image Vibration,LiteLOC
"Monday, July 29, 2024",First,PVR INOX Cinema,RK Cineplex Banjarahills Hyderabad Telangana,Mr. Ramana - 8712844456,3,CP2220,251438008,OSRAM - 3KW,Challa Chinna,77089,67370,-,Solarised,-,-,-,-,-,-,-,-,-,-,-,Need to top-up,Cyan colour Visible,-,-,-,Brown Colour Visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,228,229,1,12.5,17,GDC SR1000-IMB,Good,"Service done,working fine",Light Exhaust sensor not working,Cyan Colour on white and brown colour on black test pattern is visible,-,-,-,UV Filter,-,-,-,-,-,003-001568-02 ,-,-,-,-,-,https://drive.google.com/drive/folders/1-IpX-z7GhqeQaVXkxtQZ9tWfWKs1s4Ub,18,43,-,-,Pearl White,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1,4,0.031,0.134,3,4,4,22,45%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, July 30, 2024",First,PVR INOX Cinema,Centra Mall Chandigarh,Mr. Pawan Thakur -9569326228,1,CP2230,269962011,CDXL - 60,Manoj,63627,57998,Chipped from outer area,Solarized,-,Chipped from outer area,-,-,-,-,-,-,Running without faceplate,-,-,-,Cyan color coming,-,-,-,Red color coming,-,Alarming - Bypassed,-,-,-,-,-,-,-,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,13.7,16.1,Dolby IMS3000,OK,Service done successfully working ok.,-,-,-,-,-,"12"" Glass Reflector",UV Filter,Vane Extractor Duct,Cold Mirror (120x 90),-,-,03-240115-51P,03-008003-61P,003-003699-02,03-005027-52P,-,-,https://drive.google.com/drive/folders/1egtcUDqjOvLLfXD3wo8lecavJFPNHwIf,6.9,16,-,-,-,22.06,-,0.3194,0.3506,3.68,-,-,-,0.2629,-,0.6687,-,0.2827,-,0.1386,-,0.3348,-,0.3142,-,0.6812,-,0.0522,-,6.76,-,0.86,-,5.49,-,0.5,-,4.8.0,5,0,0,9,13,15,25,72%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, July 30, 2024",First,PVR INOX Cinema,Centra Mall Chandigarh,Mr. Pawan Thakur -9569326228,2,CP2230,283657019,OSRAM - 4.5KW,Manoj,63627,57998,Chipped from outer area,Solarized,Chipped from lamp side,Scratches,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Red color coming,-,-,-,-,-,-,-,-,-,Yes,Yes,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,12.2,14.4,Doremi DCP2000,Projector three legs place on metel rack without shoe,Service done successfully working ok.,-,-,-,-,-,"12"" Glass Reflector",UV Filter,Cold Mirror (120x 90),Integrator Rod Assembly,-,-,03-240115-51P,03-008003-61P,03-005027-52P,03-240100-51P,-,-,https://drive.google.com/drive/folders/158iwNDff3GBI_nITzFIxW3JuHAp0QegG,6.9,12.8,-,-,-,21.82,-,0.3133,0.3501,8.1,-,-,-,0.293,-,0.6839,-,0.2799,-,0.139,-,0.3543,-,0.3149,-,0.6822,-,0.0497,-,10.76,-,1.71,-,8.27,-,0.63,-,4.8.0,2,0.008,0.033,4,6,6,21,54%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, July 30, 2024",First,PVR INOX Cinema,RK Cineplex Banjarahills Hyderabad Telangana,Mr. Ramana - 8712844456,1,CP4230,407799009,OSRAM - 6KW,Challa Chinna,42384,35082,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cyan Colour Visible,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,228,229,1,12.1,18.8,GDC,Good,"Service done,working fine",Cyan colour Visible on white test pattern,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://drive.google.com/drive/folders/15W4qBm-wu8qO9w9IJ-5KSJx7RiFiyjCP,26,60,-,-,Silver,76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1,4,0.031,0.134,3,4,4,22,45%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, July 31, 2024",First,PVR INOX Cinema,Infinity Mall Andheri West,Mr. Ramdas - 9594655126,2,CP4220,363657003,OSRAM - 3KW,Satish,52753,41456,-,Solarization,-,-,-,-,-,-,-,-,-,-,Filters Replaced,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,229,0.2,34.7,40.9,Dolby IMS3000,Good,UV Filter solarization,LOC Cover damage,-,-,-,-,UV Filter,-,-,-,-,-,003-001568-02 ,-,-,-,-,-,https://drive.google.com/drive/folders/11ZDFCpCOOGxmC4DyXB2cPnXDuIdMT3IZ,4.56,9.7536,-,-,Harkness,23.7744,2.2,-,-,-,0.3147,0.3502,25.36,-,0.2979,-,0.6779,-,0.2605,-,0.1414,-,0.3278,-,0.3218,-,0.6962,-,0.0455,-,28.7,-,6.04,-,20.66,-,1.75,4.8.1 (2),1,0,0,3,4,4,27,57%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, July 31, 2024",First,PVR INOX Cinema,Novelty Mall Pathankot Punjab,Mr. Kikkar Singh - 9876932055,3,CP2230,316174017,CDXL - 60,Manoj,45962,35566,-,-,-,-,-,-,-,-,-,-,-,-,-,Replaced,-,-,-,-,Red color coming,-,-,-,-,Cardcage top right fan replaced,-,-,-,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,13.8,20.3,Dolby IMS3000,OK,Service done successfully working ok.,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://drive.google.com/drive/folders/1a6iANWORmO0Z0euKLuYtK3-cgwP3O4yQ,6.09,14.32,-,-,Harkness,22,-,0.3158,0.3504,13.32,-,-,-,0.2903,-,0.6778,-,0.256,-,0.1427,-,0.3175,-,0.3203,-,0.6977,-,0.0432,-,15.37,-,3.24,-,11.1,-,0.97,-,4.8.0,9,0,0,17,23,26,26,59%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, July 31, 2024",First,PVR INOX Cinema,Novelty Mall Pathankot Punjab,Mr. Kikkar Singh - 9876932055,4,CP2220,317195003,OSRAM - 3KW DTP,Manoj,41055,33355,-,Solarized,Solarized,Chipped from edge,-,-,-,-,-,-,-,-,-,Replaced,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,35,38.3,Dolby IMS3000,OK,Service done successfully working ok.,-,-,-,-,-,Integrator Rod Holder Assembly,UV Filter ,Cold Mirror (120x 90),-,-,-,003-001529-01,003-001568-02,003-001527-01,-,-,-,https://drive.google.com/drive/folders/1eO7pv3HxkxKP_uT_C_VQGhi8jERMvJNS,3.87,8.9,-,-,Harkness,16.7,-,0.315,0.3508,15.29,-,-,-,0.3008,-,0.6799,-,0.265,-,0.141,-,0.3375,-,0.3193,-,0.6918,-,0.0454,-,17.69,-,3.56,-,12.93,-,1,-,4.8.0,9,0,0,18,24,27,26,67%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Wednesday, July 31, 2024",First,PVR INOX Cinema,RK Cineplex Banjarahills Hyderabad Telangana,Mr. Ramana - 8712844456,2,CP2220,251441007,OSRAM - 3KW,Challa Chinna,74441,65026,-,Solarised,-,-,-,-,-,-,-,-,-,-,-,Need to top-up,Cyan Colour visible,-,-,-,Brown colour visible,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,-,OK,OK,OK,-,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,228,229,1,11.1,14.8,Doremi DCP2000,Good,"service done , working fine",Cyan colour on white and brown colour on black test pattern is visible,-,-,-,-,UV Filter,-,-,-,-,-,003-001568-02 ,-,-,-,-,-,https://drive.google.com/drive/folders/1NGmml0mnnOL9wKrMpS-W9E28VdaH0dAn,5.4,13.1,-,-,Silver,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1,4,0.031,0.134,3,4,4,22,45%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Thursday, August 01, 2024",First,PVR INOX Cinema,Novelty Mall Pathankot Punjab,Mr. Kikkar Singh - 9876932055,2,CP2220,317195001,OSRAM - 3KW DTP,Manoj,40400,35014,-,Solarized,Solarized,Chipped from edge,-,-,-,-,-,-,-,-,-,Replaced,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,21.6,26,Doremi DCP2000,OK,Service done successfully working ok.,-,-,-,-,-,UV Filter,Integrator Rod Holder Assembly,Cold Mirror (120x 90),-,-,-,003-001568-02,003-001529-01,003-001527-01,-,-,-,https://drive.google.com/drive/folders/1W1HSt0ZdzF54xkldlKyMS_PTBORlFDTD,5.02,11.61,-,-,Harkness,23.25,-,0.3174,0.3499,9.62,-,-,-,0.2885,-,0.6767,-,0.2612,-,0.1392,-,0.33,-,0.3226,-,0.7,-,0.0516,-,12.22,-,2.43,-,8.92,-,0.86,-,4.8.0,6,0,0,12,16,18,25,57%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Thursday, August 01, 2024",First,PVR INOX Cinema,Novelty Mall Pathankot Punjab,Mr. Kikkar Singh - 9876932055,1,CP2220,317195004,OSRAM - 3KW DTP,Manoj,40740,34757,-,Solarized,-,-,-,-,-,-,-,-,-,-,-,Replaced,-,-,-,-,Red color coming,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,229,1,22,31.3,Doremi DCP2000,OK,Service done successfully working ok.,-,-,-,-,-,UV Filter,-,-,-,-,-,003-001568-02 ,-,-,-,-,-,https://drive.google.com/drive/folders/1DQx-RppGPU4GDXMHoYLSL9k-I4EzA6Jm,3.99,9.9,-,-,Harkness,22.86,-,0.3287,0.3385,9.24,-,-,-,0.3098,-,0.6769,-,0.2592,-,0.1401,-,0.3209,-,0.3227,-,0.6987,-,0.0489,-,9.81,-,2.45,-,6.69,-,0.65,-,4.8.0,6,0,0,11,15,17,26,56%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Sunday, August 04, 2024",LE De-Bonded,PVR INOX Cinema,Acropolis Mall Thaltej Ahmedabad,Mr. Bhavin - 7359915353,6,CP2230,268968020,OSRAM - 4.5KW,Satish,76587,65109,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Card cage bottom Right Error,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,230,230,0.3,13,-,Dolby IMS3000,OK,LE DE-Bounded,Card cage bottom Right Error,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Images not available ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0 (6),1,0.2,0.084,2,3,3,24,77%,-,-,-,-,-,-,-,-,-
"Sunday, August 04, 2024",LE De-Bonded,PVR INOX Cinema,Acropolis Mall Thaltej Ahmedabad,Mr. Bhavin - 7359915353,2,CP2220,277430018,OSRAM - 3KW,Satish,74352,57042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,LAD Fan Error,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,-,-,-,-,-,-,-,-,-,230,230,0.3,7.5,-,Dolby IMS3000,OK,LE DE-Bounded,LAD Fan Error,LE Door switch bypassed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Images not available ,5,11.75,-,-,Harkness,23.55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1 (2),4,0.021,0.088,7,10,11,25,76%,-,-,-,-,-,-,-,-,-
"Sunday, August 04, 2024",LE De-Bonded,PVR INOX Cinema,Acropolis Mall Thaltej Ahmedabad,Mr. Bhavin - 7359915353,5,CP2230,285527005,OSRAM - 4.5KW,Satish,71634,60401,-,-,-,-,-,-,-,-,-,-,-,Projector Label Sr.no Mismatch,-,-,-,-,-,-,-,-,-,-,-,Card cage Top-Bottom Error,Cooling Pump Error,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,Yes,-,-,-,-,-,-,-,230,230,0.3,11.8,-,Dolby IMS3000,OK,LE DE-Bounded,Card cage Top- Bottom Error,Cooling Pump Error,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Images not available ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0 (6),0,0,0,1,2,2,26,68%,-,-,-,-,-,-,-,-,-
"Sunday, August 04, 2024",First,PVR INOX Cinema,Arved Transclub Ahmedhabad  Gujarat,Mr. Maulik - 9725127042,7,CP2220,407221002,OSRAM - 3KW,Challa Chinna,57593,34676,-,Solarised,-,-,-,-,-,-,-,-,-,-,-,Cyan colour Visible,-,-,-,-,Brown colour visible,Alarming - Bypassed,-,-,-,Bottom Exhaust Fan not working,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,Yes,OK,OK,OK,OK,-,-,-,-,229,229,1,4,7,GDC,Good,"Service done,working fine",Cyan Colour on white and Brown colour on black test pattern is Visible,"Lamp hours Expired,need to be replace",Ballast fan not working,-,-,ASSY Fan 12V 0.6A 4-Wire 92MM,UV Filter ,Vane Blower Bracket,-,-,-,003-110827-03,003-001568-02,003-003700-03,-,-,-,https://drive.google.com/drive/folders/16YH0XeLNqaO6J_B9p6bOVWkThmOVpROH,4.02,9.6,-,-,White Harkness,17.7,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1,5,0.034,0.145,4,5,5,22,71%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Sunday, August 04, 2024",First,PVR INOX Cinema,Arved Transclub Ahmedhabad  Gujarat,Mr. Maulik - 9725127042,6,CP2220,398559012,OSRAM - 3KW,Challa Chinna,57387,35644,-,Solarised,-,-,-,-,-,-,-,-,-,-,Replaced,-,Cyan Colour Visible,-,-,-,Brown colour Visible,-,-,-,-,Bottom Exhaust Fan not working,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,-,-,-,-,228,229,1,5,8,GDC,Good,"service done,working fine",Cyan Colour on white and brown colour on black Test pattern is visible,"Lamp hours expired,need to be replace",-,-,-,ASSY Fan 12V 0.6A 4-Wire 92MM,UV Filter ,-,-,-,-,003-110827-03,003-001568-02,-,-,-,-,https://drive.google.com/drive/folders/1BjR7Gndwws5cLLWZkxtx2DLUc_KdgbGI,4.42,10.57,-,-,White harkness,15.2,1.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.1,5,0.034,0.145,3,5,5,22,69%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, August 05, 2024",First,PVR INOX Cinema,4D Square Mall Motera Ahmedabad Gujrat,Mr. Javeed Ajit - 9978806369,2,CP2220,343416001,OSRAM - 3KW,Challa Chinna,52477,44681,-,Solarised,-,-,-,-,-,-,-,-,-,-,Replaced,Refilled,Cyan Colour Visible,-,-,-,-,-,-,-,-,Alarming - Top right not working,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,-,-,-,-,229,230,1,6,18,Doremi DCP2000,Good,"Service Done , Working fine.",Cyan Colour Visible On white Test Pattern .,-,-,-,-,Fan 12V 0.45A 4-Wire 60mm,UV Filter ,-,-,-,-,003-111381-01,003-001568-02,-,-,-,-,https://drive.google.com/drive/folders/1jnqp7NAvn6u2ddAy6b8qWQBFSShyCNU2,15,34,-,-,White,88.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,11,0.05,0.202,4,6,6,24,58%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, August 05, 2024",LE De-Bonded,PVR INOX Cinema,Himalaya Mall Drive in road Ahmedabad,Mr. Amar Pandit - 9662708607,2,CP2220,269531015,OSRAM - 3KW,Satish,63858,55745,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,229,0.1,6.6,-,GDC IMB,OK,LE Found DE-Bonded,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Images not available ,5.24,12.79,-,-,Harkness,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0 (6),3,0.012,0.051,6,8,8,21,72%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, August 05, 2024",First,PVR INOX Cinema,Himalaya Mall Drive in road Ahmedabad,Mr. Amar Pandit - 9662708607,5,CP2220,269946007,CDXL - 30SD,Satish,63681,53341,-,Solarization,-,-,-,-,-,-,-,-,-,-,Filters Need to be replaced,Coolant Refilling required NA,-,-,-,-,-,Bypassed,Alarming - Bypassed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,229,0.1,13.5,21.6,GDC IMB,Dusty,UV Filter solarization,Filters need to replaced,AC Blower switch bypassed,Extractor vane switch Bypassed,Coolant refilling required ,-,UV Filter,Vane Blower Bracket,Vane Extractor Duct,-,-,-,003-001568-02 ,003-003700-03,003-003701-02,-,-,-,https://drive.google.com/drive/folders/18Ya3ij57uRPMS1Bn-f4NanIjwSVQjalb,3.47,8.29,-,-,Harkness,10.668,-,0.3147,0.3504,12.11,-,-,-,0.3088,-,0.681,-,0.2732,-,0.1395,-,0.3423,-,0.3183,-,0.6883,-,0.0501,-,13.42,-,2.77,-,9.71,-,0.8,-,4.8.0 (6),2,0.003,0.012,6,4,4,21,67%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Monday, August 05, 2024",First,PVR INOX Cinema,Select City Walk Saket Delhi,Mr. Pramod Kumar - 9958963867,3,CP4230,407209011,OSRAM - 6KW,Manoj,49958,38289,-,Solarized,-,-,-,-,-,-,-,-,-,-,Replaced,Replaced,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,230,1,14,21,Dolby IMS3000,OK,Service done successfully working ok.,Green DMD elephent shroud missing.,Lamp light cover found damage.,LE segment two damage.,-,-,UV Filter,Kit Duct 4K Green FPGA,Plastic Blower Duct,-,-,-,03-008003-61P,003-004777-01,003-005452-01,-,-,-,https://drive.google.com/drive/folders/1uiwDdRxx7IM6gS3vrZcdWYJdYkCEhKVv,7.69,18.56,-,-,Harkness,25.29,2.4,-,-,-,0.315,0.3502,14.08,-,0.2981,-,0.683,-,0.2623,-,0.1416,-,0.3261,-,0.3166,-,0.6945,-,0.453,-,15.69,-,3.3,-,11.4,-,0.97,4.8.0,2,0,0,4,6,6,25,56%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, August 06, 2024",LE De-Bonded,PVR INOX Cinema,4D Square Mall Motera Ahmedabad Gujrat,Mr. Javeed Ajit - 9978806369,3,CP2230,268168006,OSRAM - 4.5KW,Challa Chinna,67186,56979,-,-,-,-,-,-,-,-,-,-,-,Mismatch,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,229,230,1,-,-,Dolby IMS3000,Good,Light Engine debonding issue.,LPS Service done,"Projector original serial Number Mismatch. Projector Original S/N : 268168006, Mismatch S/N : 285525003",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,https://drive.google.com/drive/folders/1Hky_Qk0MiSlMMgkH-41m4QUeHjdx-Ibw,19,45,-,-,Silver,88.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,7,0.039,0.165,6,8,9,22,66%,-,-,-,-,-,-,-,-,-
"Tuesday, August 06, 2024",First,PVR INOX Cinema,4D Square Mall Motera Ahmedabad Gujrat,Mr. Javeed Ajit - 9978806369,4,CP2220,341473007,OSRAM - 3KW,Challa Chinna,52222,43977,-,Solarised,-,-,-,-,-,-,-,-,-,-,Replaced,Refilled,Cyan Colour Visible,-,-,-,Red colour Visible,-,Alarming - Bypassed,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,229,230,1,4,8.2,Doremi ShowVault,Good,"Service done,working fine",Cyan Colour on White and Red Colour on Black Test Patterns is Visible.,Light Engine Factory Service required.,Ballast fan not working,-,-,Vane Extractor Duct,UV Filter ,-,-,-,-,003-003701-02,003-001568-02,-,-,-,-,https://drive.google.com/drive/folders/1rfdk-RoTn66CN73ztoXHqd7PSsFrSpvb,15,33,-,-,Silver,88.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4.8.0,7,0.037,0.158,6,9,10,22,67%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, August 06, 2024",First,PVR INOX Cinema,DC Ambience Mall Vasant Kunj Delhi,Mr. Amit - 8130472272,4,CP4220,340987013,CDXL - 20,Manoj,59754,48300,-,Solarized,-,-,-,-,-,-,-,-,-,-,Replaced,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,230,1,22,34,Dolby IMS3000,OK,Service done successfully working ok.,Green DMD elephant shroud missing.,-,-,-,-,Kit Duct 4K Green FPGA,UV Filter ,-,-,-,-,003-004777-01,003-001568-02,-,-,-,-,https://drive.google.com/drive/folders/1d2b3Hoe85CRigpqk-A4ZSOeJue37r3e0,4.03,9.62,-,-,Harkness,15.88,2.2,-,-,-,0.319,0.3364,10.73,-,0.3185,-,0.6803,-,0.2686,-,0.1387,-,0.3374,-,0.3194,-,0.693,-,0.0509,-,11.68,-,2.81,-,8.16,-,0.72,4.8.0,4,0,0,7,10,11,25,47%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
"Tuesday, August 06, 2024",Second,PVR INOX Cinema,Grand Mall Velachery Chennai Tamil Nadu,Mr. Vijay - 8124284245,3,CP2230,268075020,OSRAM - 4.5KW,Arun Rajkumar,61723,54485,-,-,-,Scratch,-,-,-,-,-,-,-,-,Replaced,-,-,-,-,-,-,Alarming - Vane switch Bypassed & Blower Damage,Alarming - Bypassed,-,-,-,-,-,-,-,OK,OK,OK,Yes,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,Yes,Yes,OK,OK,OK,OK,OK,OK,OK,-,-,-,-,230,230,0.2,15,23,DOREMI,Good,Service Done working Ok,Exhaust Duct Rusted,Light Exhaust Sensor need to replace,AC blower oil consent ,-,-,Vane Extractor Duct,Lamp Blower AC Fan,Cold Mirror (120x 90),Vane Blower bracket,-,-,003-003699-02,03-000158-61P,03-005027-52P,003-003700-03,-,-,https://drive.google.com/drive/folders/1IkL_obhF6ZSqfuz_aPRqIciSmjXEPv5T,6,13.8,-,-,-,20.1,-,0.3045,0.324,9.8,-,-,-,0.3043,-,0.6808,-,0.271,-,0.1392,-,0.3256,-,0.3185,-,0.6918,-,0.0502,-,10.6,-,2.3,-,7.6,-,0.7,-,4.8.1,7,0.039,0.168,3,4,4,20,50%,Yes,Yes,No,Yes,Yes,Yes,No,No,No
